image_path,score
"images/sc,lv128_BP_slice_0.png",30.91628287529119
"images/sc,lv128_BP_slice_1.png",42.00315639330232
"images/sc,lv128_BP_slice_2.png",39.015922823632245
"images/sc,lv128_BP_slice_3.png",35.70183906887169
"images/sc,lv128_BP_slice_4.png",28.04282925379725
"images/sc,lv128_BP_slice_5.png",33.17577254442489
"images/sc,lv128_BP_slice_6.png",33.3598583735391
"images/sc,lv128_BP_slice_7.png",27.1146561845384
"images/sc,lv128_BP_slice_8.png",38.40435571731797
"images/sc,lv128_BP_slice_9.png",19.49513391091042
"images/sc,lv128_BP_slice_10.png",41.8701867908668
"images/sc,lv128_BP_slice_11.png",36.891405803961966
"images/sc,lv128_BP_slice_12.png",16.688111278104003
"images/sc,lv128_BP_slice_13.png",33.538555950133684
"images/sc,lv128_BP_slice_14.png",16.030996291388462
"images/sc,lv128_BP_slice_15.png",17.101602390271438
"images/sc,lv128_BP_slice_16.png",17.98655720528245
"images/sc,lv128_BP_slice_17.png",20.07176791864416
"images/sc,lv128_BP_slice_18.png",16.223097579392846
"images/sc,lv128_BP_slice_19.png",15.73866949672623
"images/sc,lv128_BP_slice_20.png",17.716559265372386
"images/sc,lv128_BP_slice_21.png",24.22136135249461
"images/sc,lv128_BP_slice_22.png",30.187159931388837
"images/sc,lv128_BP_slice_23.png",20.933066885425585
"images/sc,lv128_BP_slice_24.png",28.15744693975433
"images/sc,lv128_BP_slice_25.png",21.819147798491557
"images/sc,lv128_BP_slice_26.png",33.98626978845468
"images/sc,lv128_BP_slice_27.png",20.696869498965963
"images/sc,lv128_BP_slice_28.png",22.45844556215221
"images/sc,lv128_BP_slice_29.png",32.6666177533799
"images/sc,lv128_BP_slice_30.png",24.13099269369328
"images/sc,lv128_BP_slice_31.png",24.794256335950426
"images/sc,lv128_BP_slice_32.png",20.223023401751487
"images/sc,lv128_BP_slice_33.png",20.78188668575915
"images/sc,lv128_BP_slice_34.png",16.93565729858006
"images/sc,lv128_BP_slice_35.png",18.26782695544243
"images/sc,lv128_BP_slice_36.png",19.89362593460968
"images/sc,lv128_BP_slice_37.png",21.2728960634176
"images/sc,lv128_BP_slice_38.png",27.024318587568317
"images/sc,lv128_BP_slice_39.png",18.82770944017616
"images/sc,lv128_BP_slice_40.png",27.834179308342087
"images/sc,lv128_BP_slice_41.png",14.16888945861164
"images/sc,lv128_BP_slice_42.png",16.27079936961482
"images/sc,lv128_BP_slice_43.png",15.021872435740557
"images/sc,lv128_BP_slice_44.png",26.876250339604265
"images/sc,lv128_BP_slice_45.png",17.471805274984128
"images/sc,lv128_BP_slice_46.png",19.70322048082453
"images/sc,lv128_BP_slice_47.png",19.77962272478776
"images/sc,lv128_BP_slice_48.png",24.125865472005525
"images/sc,lv128_BP_slice_49.png",46.80374058751261
"images/sc,lv128_BP_slice_50.png",41.19282216647666
"images/sc,lv128_BP_slice_51.png",31.28534122915504
"images/sc,lv128_BP_slice_52.png",42.12002957103805
"images/sc,lv128_BP_slice_53.png",36.71616954633585
"images/sc,lv128_BP_slice_54.png",36.36922681778173
"images/sc,lv128_BP_slice_55.png",32.814935367210246
"images/sc,lv128_BP_slice_56.png",26.15525030658453
"images/sc,lv128_BP_slice_57.png",42.47031965407443
"images/sc,lv128_BP_slice_58.png",26.451391029743423
"images/sc,lv128_BP_slice_59.png",27.522157154087022
"images/sc,lv128_BP_slice_60.png",26.208964109483546
"images/sc,lv128_BP_slice_61.png",16.339682958007632
"images/sc,lv128_BP_slice_62.png",19.268978146520787
"images/sc,lv128_BP_slice_63.png",24.906059061821036
"images/sc,lv128_BP_slice_64.png",22.28918949318196
"images/sc,lv128_BP_slice_65.png",27.27003372217529
"images/sc,lv128_BP_slice_66.png",23.106170584890616
"images/sc,lv128_BP_slice_67.png",23.640481252806463
"images/sc,lv128_BP_slice_68.png",26.69431689243577
"images/sc,lv128_BP_slice_69.png",37.18439343149379
"images/sc,lv128_BP_slice_70.png",40.01324006781545
"images/sc,lv128_BP_slice_71.png",28.813882450110725
"images/sc,lv128_BP_slice_72.png",33.94620273164479
"images/sc,lv128_BP_slice_73.png",32.684623832119875
"images/sc,lv128_BP_slice_74.png",20.676686832237795
"images/sc,lv128_BP_slice_75.png",22.561060174107062
"images/sc,lv128_BP_slice_76.png",43.72257064163431
"images/sc,lv128_BP_slice_77.png",18.73956849322016
"images/sc,lv128_BP_slice_78.png",19.14573801158879
"images/sc,lv128_BP_slice_79.png",18.13911451386575
